codice,tipo,nome,istituto,comune,provincia,indirizzo,telefono,email,email_utilizzabile,sito,alunni,distanza_km,minuti_auto
NAAA8BC03L,infanzia statale,Ciccone,IC Bruno-Fiore-Sanseverino,Nola,NA,"Via Ciccone 11, 80035 Nola (NA)",081 8234612,naic8bc00n@istruzione.it,sì,,54,13.8,21
NAAA8BC01E,infanzia statale,Mario Fiore,IC Bruno-Fiore-Sanseverino,Nola,NA,"Via M. Fiore, 80035 Nola (NA)",081 8231301,naic8bc00n@istruzione.it,sì,,34,13.8,21
NAAA8BC02G,infanzia statale,Via Variante,IC Bruno-Fiore-Sanseverino,Nola,NA,"Via Variante 7 bis, 80035 Nola (NA)",081 5126378,naic8bc00n@istruzione.it,sì,,34,13.8,21
NAEE8BC03T,primaria statale,Cerchio d'Oro,IC Bruno-Fiore-Sanseverino,Nola,NA,"Via Nuovo Forio Boario, 80035 Nola (NA)",081 5123840,naic8bc00n@istruzione.it,sì,,156,13.8,21
NAEE8BC02R,primaria statale,Ciccone,IC Bruno-Fiore-Sanseverino,Nola,NA,"Via Ciccone 11, 80035 Nola (NA)",081 8234612,naic8bc00n@istruzione.it,sì,,301,13.8,21
NAEE8BC01Q,primaria statale,Mario Fiore,IC Bruno-Fiore-Sanseverino,Nola,NA,"Via Mario Fiore, 80035 Nola (NA)",081 8210088,naic8bc00n@istruzione.it,sì,,123,13.8,21
NAAA8AP04A,infanzia statale,Verdischi,IC Mameli,Nola,NA,"Via Nola SA. Gennaro, 80037 Nola (NA)",081 8203503,naic8ap00v@istruzione.it,sì,https://www.icsmameli.edu.it,41,13.8,21
NAAA8AP028,infanzia statale,Via Vetrai,IC Mameli,Nola,NA,"Via Vetrai, 80035 Nola (NA)",081 5115408,naic8ap00v@istruzione.it,sì,https://www.icsmameli.edu.it,55,13.8,21
NAAA8AP039,infanzia statale,Villa Albertini,IC Mameli,Nola,NA,"Villa Albertini, 80035 Nola (NA)",081 5115169,naic8ap00v@istruzione.it,sì,https://www.icsmameli.edu.it,61,13.8,21
NAEE8AP04G,primaria statale,Caselle,IC Mameli,Nola,NA,"Via Nola Castellammare, 80035 Nola (NA)",081 8291507,naic8ap00v@istruzione.it,sì,https://www.icsmameli.edu.it,102,13.8,21
NAEE8AP05L,primaria statale,Cinquevie,IC Mameli,Nola,NA,"Via Cinquevie, 80035 Nola (NA)",081 5115594,naic8ap00v@istruzione.it,sì,https://www.icsmameli.edu.it,113,13.8,21
NAEE8AP03E,primaria statale,Via degli Albertini,IC Mameli,Nola,NA,"Via degli Albertini, 80035 Nola (NA)",081 5115386,naic8ap00v@istruzione.it,sì,https://www.icsmameli.edu.it,228,13.8,21
NAAA8HC016,infanzia statale,Edificio Lello De Mita,IC Merliano-Tansillo-Vitale,Nola,NA,80035 Nola (NA),081 2131556,naic8hc009@istruzione.it,sì,https://www.icmerliano-tansillo-vitale.edu.it,42,13.8,21
NAAA8HC027,infanzia statale,Tommaso Vitale,IC Merliano-Tansillo-Vitale,Nola,NA,"Via M. delle Grazie, 80035 Nola (NA)",081 2131556,naic8hc009@istruzione.it,sì,https://www.icmerliano-tansillo-vitale.edu.it,108,13.8,21
NAEE8HC01B,primaria statale,Tommaso Vitale,IC Merliano-Tansillo-Vitale,Nola,NA,"Via Madonna delle Grazie, 80035 Nola (NA)",081 8231347,naic8hc009@istruzione.it,sì,https://www.icmerliano-tansillo-vitale.edu.it,557,13.8,21
NA1AOO500F,infanzia paritaria,Al Castello Academy,,Nola,NA,"Via S. Massimo 301, 80035 Nola (NA)",081 19187343,mieleantonella.1@gmail.com,no: indirizzo personale,,,13.8,21
NA1A16100Q,infanzia paritaria,Bimboscuola,,Nola,NA,"Via dei Mille 50, 80035 Nola (NA)",081 8214177,bimbo.scuola@virgilio.it,sì,,42,13.8,21
NA1A3V5002,infanzia paritaria,Il Giardino dei Piccoli,,Nola,NA,"Via dei Cipressi 11, 80035 Nola (NA)",328 531 5064,ilgiardinodeipiccolisrl@gmail.com,sì,,49,13.8,21
NA1A47900G,infanzia paritaria,La Pantera Rosa,,Nola,NA,"Via Nazionale delle Puglie 95, 80035 Nola (NA)",081 82332219,panterarosanola@gmail.com,sì,http://scuolapanterarosa.it,51,13.8,21
NA1A00300V,infanzia paritaria,Margherita Remotti,,Nola,NA,"Via Mons. Amilcare Boccio 54, 80035 Nola (NA)",081 18373519,remotti@hotmail.it,sì,http://www.scuolaremotti.it,70,13.8,21
NA1A16200G,infanzia paritaria,Religiose Francescane di Sant'Antonio,,Nola,NA,"Via Parrocchian.142 Piazzolla di Nola, 80035 Nola (NA)",081 8291382,con_francescane_ant@libero.it,sì,,88,13.8,21
NA1A16800E,infanzia paritaria,Santa Chiara - Angeli Custodi,,Nola,NA,"Via Santa Chiara 27, 80035 Nola (NA)",081 5127192,istitutosantachiara@libero.it,sì,,45,13.8,21
NA1A7T500U,infanzia paritaria,Voler Volare,,Nola,NA,"Via degli Albertini Nn. 46/48, 80035 Nola (NA)",,speranza.forte60@gmail.com,no: indirizzo personale,,,13.8,21
NA1A02100C,infanzia paritaria,Walt Disney,,Nola,NA,"Viale Garibaldi 2, 80035 Nola (NA)",334 536 2134,marco.ribecco@grafiction.biz,no: indirizzo personale,,66,13.8,21
NA1E955002,primaria paritaria,All'Avventura con Tizi,,Nola,NA,"Via On. F. Napolitano 165-167, 80035 Nola (NA)",081 19802366,allavventuracontizi@libero.it,sì,https://www.allavventuracontizi.it,,13.8,21
NA1E04100G,primaria paritaria,Margherita Remotti,,Nola,NA,"Via A. Boccio 54, 80035 Nola (NA)",081 18373519,remotti@hotmail.it,sì,http://www.scuolaremotti.it,275,13.8,21
NA1E02500N,primaria paritaria,Santa Chiara,,Nola,NA,"Via Santa Chiara 28, 80035 Nola (NA)",081 5127192,santachiaranola@gmail.com,sì,,133,13.8,21
NAAA8FQ025,infanzia statale,Frascatoli,IC Omodeo-Beethoven,Scisciano,NA,"Via Frascatoli, 80030 Scisciano (NA)",081 8441333,naic8fq007@istruzione.it,sì,https://www.icsciscianosanvitaliano.edu.it,129,13.8,24
NAEE8FQ03B,primaria statale,Palazzuolo,IC Omodeo-Beethoven,Scisciano,NA,"Via Palazzuolo, 80030 Scisciano (NA)",081 5198997,naic8fq007@istruzione.it,sì,https://www.icsciscianosanvitaliano.edu.it,86,13.8,24
NAEE8FQ02A,primaria statale,Via Borzillo,IC Omodeo-Beethoven,Scisciano,NA,"Via S. Borzillo, 80030 Scisciano (NA)",081 5198997,naic8fq007@istruzione.it,sì,https://www.icsciscianosanvitaliano.edu.it,245,13.8,24
NA1A023004,infanzia paritaria,Babylandia,,Scisciano,NA,"Via Palazzuolo 19, 80030 Scisciano (NA)",081 8442081,smp.babylandia@virgilio.it,sì,,61,13.8,24
NA1A3H500F,infanzia paritaria,Job Road Academy,,Scisciano,NA,"Via Spartimento, 80030 Scisciano (NA)",331 503 3657,jroadacademy@gmail.com,sì,http://www.jroadacademy.com,19,13.8,24
NAAA8CL015,infanzia statale,Mazza,IC 1 Mazza-Colamarino,Torre del Greco,NA,"Via Veneto 34, 80059 Torre del Greco (NA)",081 8811261,naic8cl008@istruzione.it,sì,https://www.mazzacolamarino.edu.it,184,13.8,23
NAEE8CL01A,primaria statale,Mazza,IC 1 Mazza-Colamarino,Torre del Greco,NA,"Via V. Veneto 34, 80059 Torre del Greco (NA)",081 8811261,naic8cl008@istruzione.it,sì,https://www.mazzacolamarino.edu.it,355,13.8,23
NAAA8C4022,infanzia statale,D'Assisi,IC 3 Don Bosco-D'Assisi,Torre del Greco,NA,"Viale Campania 1, 80059 Torre del Greco (NA)",081 8496900,naic8c4004@istruzione.it,sì,https://www.icdonboscodassisi.edu.it,72,13.8,23
NAAA8C4033,infanzia statale,Via Venezia,IC 3 Don Bosco-D'Assisi,Torre del Greco,NA,"Via Venezia, 80059 Torre del Greco (NA)",081 8811321,naic8c4004@istruzione.it,sì,https://www.icdonboscodassisi.edu.it,107,13.8,23
NAEE8C4027,primaria statale,D'Assisi,IC 3 Don Bosco-D'Assisi,Torre del Greco,NA,"Viale Campania 1, 80059 Torre del Greco (NA)",081 8811321,naic8c4004@istruzione.it,sì,https://www.icdonboscodassisi.edu.it,149,13.8,23
NAEE8C4016,primaria statale,Don Bosco,IC 3 Don Bosco-D'Assisi,Torre del Greco,NA,"Via Venezia, 80059 Torre del Greco (NA)",081 8811321,naic8c4004@istruzione.it,sì,https://www.icdonboscodassisi.edu.it,223,13.8,23
NAAA8BM01A,infanzia statale,Camaldoli - Palloncino,IC Angioletti,Torre del Greco,NA,"Via Giovanni XXIII 22, 80059 Torre del Greco (NA)",081 8834623,naic8bm00d@istruzione.it,sì,https://www.angiolettionline.it,122,13.8,23
NAEE8BM01G,primaria statale,Camaldoli,IC Angioletti,Torre del Greco,NA,"Via Chiazzolelle 1, 80059 Torre del Greco (NA)",081 8831111,naic8bm00d@istruzione.it,sì,https://www.icangioletti.edu.it,204,13.8,23
NAEE8BM02L,primaria statale,Padri Redentoristi,IC Angioletti,Torre del Greco,NA,"Via Giovanni XXIII 22, 80059 Torre del Greco (NA)",081 8834623,naic8bm00d@istruzione.it,sì,https://www.icangioletti.edu.it,100,13.8,23
NAEE8BM03N,primaria statale,T. Minniti,IC Angioletti,Torre del Greco,NA,"Via Nazionale 556, 80059 Torre del Greco (NA)",081 8835784,naic8bm00d@istruzione.it,sì,https://www.icangioletti.edu.it,120,13.8,23
NAAA8CS019,infanzia statale,Sasso,IC De Nicola-Sasso,Torre del Greco,NA,"Via Mons. M. Sasso, 80059 Torre del Greco (NA)",081 8829352,naic8cs00c@istruzione.it,sì,https://www.icsdenicolasasso.edu.it,142,13.8,23
NAEE8CS02G,primaria statale,De Nicola,IC De Nicola-Sasso,Torre del Greco,NA,"Corso Vittorio Emanuele 77, 80059 Torre del Greco (NA)",081 8826500,naic8cs00c@istruzione.it,sì,https://www.icsdenicolasasso.edu.it,375,13.8,23
NAEE8CS01E,primaria statale,Sasso,IC De Nicola-Sasso,Torre del Greco,NA,"Via Mons. M. Sasso, 80059 Torre del Greco (NA)",081 8829352,naic8cs00c@istruzione.it,sì,https://www.icsdenicolasasso.edu.it,163,13.8,23
NAAA8H3027,infanzia statale,Don Lorenzo Milani,IC Don Milani-Leopardi,Torre del Greco,NA,"Via Montedoro 43, 80059 Torre del Greco (NA)",081 8815764,naic8h3009@istruzione.it,sì,,83,13.8,23
NAAA8H3038,infanzia statale,Montessori,IC Don Milani-Leopardi,Torre del Greco,NA,"Via Scappi 4, 80059 Torre del Greco (NA)",081 8827043,naic8h3009@istruzione.it,sì,,36,13.8,23
NAAA8H3016,infanzia statale,Parrella,IC Don Milani-Leopardi,Torre del Greco,NA,"Viale dei Pini 15 1 Traversa, 80059 Torre del Greco (NA)",081 8493900,naic8h3009@istruzione.it,sì,,87,13.8,23
NAEE8H302C,primaria statale,Don Lorenzo Milani,IC Don Milani-Leopardi,Torre del Greco,NA,"Via Montedoro 43, 80059 Torre del Greco (NA)",081 8816742,naic8h3009@istruzione.it,sì,,245,13.8,23
NAEE8H301B,primaria statale,Montessori,IC Don Milani-Leopardi,Torre del Greco,NA,"Via Scappi 4, 80059 Torre del Greco (NA)",081 8827043,naic8h3009@istruzione.it,sì,,112,13.8,23
NAEE8H303D,primaria statale,Parrella,IC Don Milani-Leopardi,Torre del Greco,NA,"Viale dei Pini I Traversa Privata 14, 80059 Torre del Greco (NA)",081 8816742,naic8h3009@istruzione.it,sì,,164,13.8,23
NAAA8DF05B,infanzia statale,G. B. Scaramella,IC Falcone-Scauda,Torre del Greco,NA,"Via Nazionale 959 - Palazzone, 80059 Torre del Greco (NA)",081 8835506,naic8df00a@istruzione.it,sì,https://www.icfalconescaudatorredelgreco.edu.it,30,13.8,23
NAAA8DF028,infanzia statale,G. Conte,IC Falcone-Scauda,Torre del Greco,NA,"Via Santa Maria la Bruna 148, 80059 Torre del Greco (NA)",081 8831449,naic8df00a@istruzione.it,sì,https://www.icfalconescaudatorredelgreco.edu.it,41,13.8,23
NAAA8DF039,infanzia statale,G. Orsi,IC Falcone-Scauda,Torre del Greco,NA,"Via Lava Troia 14, 80059 Torre del Greco (NA)",081 8472068,naic8df00a@istruzione.it,sì,https://www.icfalconescaudatorredelgreco.edu.it,30,13.8,23
NAAA8DF04A,infanzia statale,R. Scauda,IC Falcone-Scauda,Torre del Greco,NA,"Via Pineta del Santuario 1, 80059 Torre del Greco (NA)",081 8832092,naic8df00a@istruzione.it,sì,https://www.icfalconescaudatorredelgreco.edu.it,120,13.8,23
NAEE8DF01C,primaria statale,Conte,IC Falcone-Scauda,Torre del Greco,NA,"Via Santa Maria la Bruna 148, 80059 Torre del Greco (NA)",081 8831449,naic8df00a@istruzione.it,sì,https://www.icfalconescaudatorredelgreco.edu.it,101,13.8,23
NAEE8DF02D,primaria statale,Orsi,IC Falcone-Scauda,Torre del Greco,NA,"Via Lava Troia 14, 80059 Torre del Greco (NA)",081 8472068,naic8df00a@istruzione.it,sì,https://www.icfalconescaudatorredelgreco.edu.it,72,13.8,23
NAEE8DF06N,primaria statale,Scaramella,IC Falcone-Scauda,Torre del Greco,NA,"Via Nazionale 959 - Palazzone, 80059 Torre del Greco (NA)",081 8835506,naic8df00a@istruzione.it,sì,https://www.icfalconescaudatorredelgreco.edu.it,82,13.8,23
NAEE8DF05L,primaria statale,Scauda,IC Falcone-Scauda,Torre del Greco,NA,"Via Pineta del Santuario 1, 80059 Torre del Greco (NA)",081 8832092,naic8df00a@istruzione.it,sì,https://www.icfalconescaudatorredelgreco.edu.it,260,13.8,23
NAAA8BK01P,infanzia statale,Via Sant'Antonio,IC Giampietro-Romano,Torre del Greco,NA,"Via Sant'Antonio 56, 80059 Torre del Greco (NA)",081 8829563,naic8bk00t@istruzione.it,sì,https://www.icsgiampietroromano.edu.it,165,13.8,23
NAEE8BK01X,primaria statale,Via Nazionale,IC Giampietro-Romano,Torre del Greco,NA,"Via Nazionale 235, 80059 Torre del Greco (NA)",081 8471827,naic8bk00t@istruzione.it,sì,https://www.icsgiampietroromano.edu.it,378,13.8,23
NAAA8H4023,infanzia statale,Giovanni Paolo II,IC Sauro-Morelli,Torre del Greco,NA,"Via Curtoli Beneduce, 80059 Torre del Greco (NA)",081 8826877,naic8h4005@istruzione.it,sì,,100,13.8,23
NAAA8H4012,infanzia statale,Via Circumvallazione,IC Sauro-Morelli,Torre del Greco,NA,"Via Circumvallazione, 80059 Torre del Greco (NA)",081 8811121,naic8h4005@istruzione.it,sì,,159,13.8,23
NAEE8H4028,primaria statale,Giovanni Paolo II,IC Sauro-Morelli,Torre del Greco,NA,"Via Curtoli Beneduce, 80059 Torre del Greco (NA)",081 8826877,naic8h4005@istruzione.it,sì,,225,13.8,23
NAEE8H4017,primaria statale,Via Circumvallazione,IC Sauro-Morelli,Torre del Greco,NA,"Via Circumvallazione 184, 80059 Torre del Greco (NA)",081 8811121,naic8h4005@istruzione.it,sì,,300,13.8,23
NA1A38300A,infanzia paritaria,Bamby,,Torre del Greco,NA,"Via F. Balzano 3, 80059 Torre del Greco (NA)",081 8818013,,no: manca,,50,13.8,23
NA1A127008,infanzia paritaria,Bimbi Felici,,Torre del Greco,NA,"Via Santa Maria la Bruna, 80059 Torre del Greco (NA)",081 8834528,sparbimbifelici@libero.it,sì,,45,13.8,23
NA1A503007,infanzia paritaria,Buon Consiglio,,Torre del Greco,NA,"Viale Europa 53, 80059 Torre del Greco (NA)",081 8474595,info@scuolabuonconsiglio.com,sì,,44,13.8,23
NA1A11700N,infanzia paritaria,Gesù di Nazareth,,Torre del Greco,NA,"Via Torretta Fiorillo 206, 80059 Torre del Greco (NA)",081 8833090,ass.padrepionlus@gmail.com,sì,,37,13.8,23
NA1A20900G,infanzia paritaria,Istituto Sacro Cuore,,Torre del Greco,NA,"Via Nazionale 320, 80059 Torre del Greco (NA)",081 8472291,istitutosacrocuore@yahoo.it,sì,,39,13.8,23
NA1A60100C,infanzia paritaria,La Fiaba di Andersen,,Torre del Greco,NA,"Via G De Bottis 78, 80059 Torre del Greco (NA)",081 8826930,scuolalafiaba@hotmail.com,sì,,30,13.8,23
NA1A38600T,infanzia paritaria,La Ginestra,,Torre del Greco,NA,"Viale dei Pini 41, 80059 Torre del Greco (NA)",081 8811010,info@scuolaginestra.it,sì,https://www.scuolaginestra.it,45,13.8,23
NA1A06300E,infanzia paritaria,Maestre Pie Filippini,,Torre del Greco,NA,"Corso Vittorio Emanuele 70, 80059 Torre del Greco (NA)",081 8811924,piefilippini@virgilio.it,sì,http://www.maestrepietdg.it,39,13.8,23
NA1A10900P,infanzia paritaria,Paradiso dei Bimbi,,Torre del Greco,NA,"Via Pisani 35, 80059 Torre del Greco (NA)",081 8833727,paradisodeibimbi@libero.it,sì,,45,13.8,23
NA1A384006,infanzia paritaria,Sacro Cuore,,Torre del Greco,NA,"Vico Visitazione 6, 80059 Torre del Greco (NA)",081 8812190,scuolasacrocuore@alice.it,sì,https://scuolasacrocuoretdg.it,58,13.8,23
NA1A385002,infanzia paritaria,Santa Geltrude,,Torre del Greco,NA,"Corso Vittorio Emanuele 8, 80059 Torre del Greco (NA)",081 3768273,santageltrude@inwind.it,sì,,53,13.8,23
NA1A16000X,infanzia paritaria,Santa Maria del Carmelo,,Torre del Greco,NA,"Via San Giovanni XXIII 50, 80059 Torre del Greco (NA)",081 8832179,m.delcarmelo@virgilio.it,sì,,49,13.8,23
NA1A00400P,infanzia paritaria,Suore di San Giovanni Battista,,Torre del Greco,NA,"Via Circumvallazione 180, 80059 Torre del Greco (NA)",081 8811369,suore-battistine@libero.it,sì,,56,13.8,23
NA1A62100N,infanzia paritaria,Sweet School,,Torre del Greco,NA,"Via Nazionale P/co Mimose 962/m, 80059 Torre del Greco (NA)",081 8473172,sweetschool@libero.it,sì,,46,13.8,23
NA1A1S500F,infanzia paritaria,Vergine Addolorata e Santa Croce,,Torre del Greco,NA,"Via Comizi 22, 80059 Torre del Greco (NA)",081 8811438,giorginabatista@hotmail.com,no: indirizzo personale,,26,13.8,23
NA1E212009,primaria paritaria,Gesù di Nazareth,,Torre del Greco,NA,"Via Torretta Fiorillo 206, 80040 Torre del Greco (NA)",081 8833090,ass.padrepionlus@gmail.com,sì,,50,13.8,23
NA1E21000N,primaria paritaria,Istituto Sacro Cuore,,Torre del Greco,NA,"Via Nazionale 272, 80059 Torre del Greco (NA)",,istitutosacrocuore@yahoo.it,sì,https://www.sacrocuoretorredelgreco.it,99,13.8,23
NA1E148007,primaria paritaria,La Ginestra,,Torre del Greco,NA,"Viale dei Pini 41, 80059 Torre del Greco (NA)",081 8811010,ass.padrepionlus@gmail.com,sì,http://www.scuolaginestra.it,50,13.8,23
NA1E14700B,primaria paritaria,Maestre Pie Filippini,,Torre del Greco,NA,"Corso Vittorio Emanuele 70, 80059 Torre del Greco (NA)",081 8811924,piefilippini@virgilio.it,sì,http://www.maestrepietdg.it,52,13.8,23
NA1E27900Q,primaria paritaria,Padre Pio,,Torre del Greco,NA,"Via Comizi 22, 80059 Torre del Greco (NA)",081 8819649,addoloratagrazia@libero.it,no: indirizzo personale,,51,13.8,23
NA1E285003,primaria paritaria,Suore di San Giovanni Battista,,Torre del Greco,NA,"Via Circumvallazione 180, 80059 Torre del Greco (NA)",081 8811369,suore-battistine@libero.it,sì,,65,13.8,23
NAAA86402T,infanzia statale,Fratelli Cervi,IC Paride Del Pozzo,Pimonte,NA,"Via Casa Cuomo 24, 80050 Pimonte (NA)",081 8792160,naic86400x@istruzione.it,sì,https://www.icsdelpozzo.edu.it,89,13.9,28
NAAA86401R,infanzia statale,Rione Franche,IC Paride Del Pozzo,Pimonte,NA,"Rione Franche, 80050 Pimonte (NA)",081 8792875,naic86400x@istruzione.it,sì,https://www.icsdelpozzo.edu.it,32,13.9,28
NAAA86403V,infanzia statale,Tralia,IC Paride Del Pozzo,Pimonte,NA,"Via Nuova Tralia 30, 80050 Pimonte (NA)",081 8792876,naic86400x@istruzione.it,sì,https://www.icsdelpozzo.edu.it,43,13.9,28
NAEE864012,primaria statale,Franche,IC Paride Del Pozzo,Pimonte,NA,"Via Franche, 80050 Pimonte (NA)",081 8792875,naic86400x@istruzione.it,sì,https://www.icsdelpozzo.edu.it,45,13.9,28
NAEE864023,primaria statale,Fratelli Cervi,IC Paride Del Pozzo,Pimonte,NA,"Via Casa Cuomo 24, 80050 Pimonte (NA)",081 8792160,naic86400x@istruzione.it,sì,https://www.icsdelpozzo.edu.it,168,13.9,28
NAEE864034,primaria statale,Tralia,IC Paride Del Pozzo,Pimonte,NA,"Via Nuova Tralia, 80050 Pimonte (NA)",081 8792876,naic86400x@istruzione.it,sì,https://www.icsdelpozzo.edu.it,84,13.9,28
SAAA8BD02T,infanzia statale,Berlinguer,IC Vassalluzzo,Roccapiemonte,SA,"Via Pigno, 84086 Roccapiemonte (SA)",081 931587,saic8bd00x@istruzione.it,sì,https://www.istitutocomprensivoroccapiemonte.edu.it,47,14.1,25
SAAA8BD04X,infanzia statale,Casali,IC Vassalluzzo,Roccapiemonte,SA,"Via della Pace, 84086 Roccapiemonte (SA)",081 931587,saic8bd00x@istruzione.it,sì,https://www.istitutocomprensivoroccapiemonte.edu.it,37,14.1,25
SAAA8BD03V,infanzia statale,Ferrentino,IC Vassalluzzo,Roccapiemonte,SA,"Via A. Ferrentino 15, 84086 Roccapiemonte (SA)",081 931587,saic8bd00x@istruzione.it,sì,https://www.istitutocomprensivoroccapiemonte.edu.it,54,14.1,25
SAAA8BD01R,infanzia statale,Via C. Pagano,IC Vassalluzzo,Roccapiemonte,SA,"Via C. Pagano, 84086 Roccapiemonte (SA)",081 931587,saic8bd00x@istruzione.it,sì,https://www.istitutocomprensivoroccapiemonte.edu.it,41,14.1,25
SAEE8BD034,primaria statale,Casali,IC Vassalluzzo,Roccapiemonte,SA,"Via Chiesa, 84080 Roccapiemonte (SA)",081 931587,saic8bd00x@istruzione.it,sì,https://www.istitutocomprensivoroccapiemonte.edu.it,77,14.1,25
SAEE8BD012,primaria statale,Santa Maria delle Grazie,IC Vassalluzzo,Roccapiemonte,SA,"Via A. Ferrentino 15, 84086 Roccapiemonte (SA)",081 933911,saic8bd00x@istruzione.it,sì,https://www.istitutocomprensivoroccapiemonte.edu.it,149,14.1,25
SAEE8BD023,primaria statale,Via Ponte,IC Vassalluzzo,Roccapiemonte,SA,"Via Ponte, 84086 Roccapiemonte (SA)",081 9368088,saic8bd00x@istruzione.it,sì,https://www.istitutocomprensivoroccapiemonte.edu.it,125,14.1,25
SA1A07300G,infanzia paritaria,Duca Ravaschieri Fieschi,,Roccapiemonte,SA,"Via Santa Maria delle Grazie 42, 84086 Roccapiemonte (SA)",081 931347,suorensfatima@libero.it,sì,,,14.1,25
SA1A07400B,infanzia paritaria,Suore Francescane Alcantarine,,Roccapiemonte,SA,"Via Materdomini 20, 84086 Roccapiemonte (SA)",081 934884,scuolaroccapiemonte@alcantarine.org,sì,,43,14.1,25
SA1E01400N,primaria paritaria,Suore Francescane Alcantarine,,Roccapiemonte,SA,"Via Materdomini 20, 84086 Roccapiemonte (SA)",081 934884,scuolaroccapiemonte@alcantarine.org,sì,,92,14.1,25
SAAA84603Q,infanzia statale,Capoluogo,IC Lanzara,Castel San Giorgio,SA,"Via Paolo Borsellino 5, 84083 Castel San Giorgio (SA)",346 632 1722,saic84600r@istruzione.it,sì,https://www.iclanzaracastelsangiorgio.edu.it,75,14.2,24
SAAA84601N,infanzia statale,Castelluccio,IC Lanzara,Castel San Giorgio,SA,"Via Arrigo Lanzara, 84083 Castel San Giorgio (SA)",338 619 0568,saic84600r@istruzione.it,sì,https://www.iclanzaracastelsangiorgio.edu.it,50,14.2,24
SAAA84602P,infanzia statale,Lanzara,IC Lanzara,Castel San Giorgio,SA,"Via Ferrentino, 84083 Castel San Giorgio (SA)",335 525 4784,saic84600r@istruzione.it,sì,https://www.iclanzaracastelsangiorgio.edu.it,86,14.2,24
SAAA84604R,infanzia statale,Santa Maria a Favore,IC Lanzara,Castel San Giorgio,SA,"Piazza Sant'Anna, 84083 Castel San Giorgio (SA)",335 542 0064,saic84600r@istruzione.it,sì,https://www.iclanzaracastelsangiorgio.edu.it,43,14.2,24
SAEE846042,primaria statale,Aiello Campomanfoli,IC Lanzara,Castel San Giorgio,SA,"Via Santa Maria di Costantinopoli, 84083 Castel San Giorgio (SA)",393 810 8023,saic84600r@istruzione.it,sì,https://www.iclanzaracastelsangiorgio.edu.it,101,14.2,24
SAEE846031,primaria statale,Capoluogo,IC Lanzara,Castel San Giorgio,SA,"Via Aniello Capuano 6, 84083 Castel San Giorgio (SA)",081 5163295,saic84600r@istruzione.it,sì,https://www.iclanzaracastelsangiorgio.edu.it,168,14.2,24
SAEE84601V,primaria statale,Lanzara,IC Lanzara,Castel San Giorgio,SA,"Via Ferrentino, 84080 Castel San Giorgio (SA)",335 534 9840,saic84600r@istruzione.it,sì,https://www.iclanzaracastelsangiorgio.edu.it,241,14.2,24
SAEE84602X,primaria statale,Trivio Codola,IC Lanzara,Castel San Giorgio,SA,"Via Paterno 17, 84083 Castel San Giorgio (SA)",338 629 7047,saic84600r@istruzione.it,sì,https://www.iclanzaracastelsangiorgio.edu.it,63,14.2,24
SA1AGZ500C,infanzia paritaria,Girotondo,,Castel San Giorgio,SA,"Via Luigi Guerrasio 91, 84083 Castel San Giorgio (SA)",081 5162569,scuolagirotondosas@gmail.com,sì,,17,14.2,24
SA1A046007,infanzia paritaria,Maria Pia Notari,,Castel San Giorgio,SA,"Via Piave 4, 84083 Castel San Giorgio (SA)",081 951221,suorecae_csg@virgilio.it,sì,,10,14.2,24
NAAA8CT059,infanzia statale,Giocamondo,IC Donizetti,Pollena Trocchia,NA,"Via Vigna Caracciolo, 80040 Pollena Trocchia (NA)",081 5312597,naic8ct008@istruzione.it,sì,,102,14.3,27
NAAA8CT026,infanzia statale,San Gennariello,IC Donizetti,Pollena Trocchia,NA,"Via San Gennariello, 80040 Pollena Trocchia (NA)",081 5304234,naic8ct008@istruzione.it,sì,,44,14.3,27
NAEE8CT05E,primaria statale,San Gennariello,IC Donizetti,Pollena Trocchia,NA,"Via San Gennariello, 80040 Pollena Trocchia (NA)",081 5304234,naic8ct008@istruzione.it,sì,,96,14.3,27
NAEE8CT01A,primaria statale,Via Fusco,IC Donizetti,Pollena Trocchia,NA,"Via S. Fusco 1, 80040 Pollena Trocchia (NA)",081 5312231,naic8ct008@istruzione.it,sì,,186,14.3,27
NAEE8CT03C,primaria statale,Via Tartaglia,IC Donizetti,Pollena Trocchia,NA,"Via Apicella, 80040 Pollena Trocchia (NA)",081 5311778,naic8ct008@istruzione.it,sì,,94,14.3,27
NA1A405002,infanzia paritaria,La Rosa dei Venti,,Pollena Trocchia,NA,"Viale Regina Elena 38, 80040 Pollena Trocchia (NA)",081 5312755,latorredibabele@alice.it,sì,,49,14.3,27
NA1A687008,infanzia paritaria,Sacro Cuore - Suore degli Angeli,,Pollena Trocchia,NA,"Piazza Amodio 1, 80040 Pollena Trocchia (NA)",081 8971533,sacrocuoresda@virgilio.it,sì,,37,14.3,27
NA1A368008,infanzia paritaria,Suore Compassioniste Serve di Maria,,Pollena Trocchia,NA,"Via Cappelli 91, 80040 Pollena Trocchia (NA)",081 8971568,ist.compassioniste@libero.it,sì,,29,14.3,27
NA1E13700R,primaria paritaria,Sacro Cuore - Suore degli Angeli,,Pollena Trocchia,NA,"Piazza Amodio 1, 80040 Pollena Trocchia (NA)",081 8971533,sacrocuoresda@virgilio.it,sì,,79,14.3,27
NA1E13800L,primaria paritaria,Suore Compassioniste Serve di Maria,,Pollena Trocchia,NA,"Via Cappelli 91, 80040 Pollena Trocchia (NA)",081 8971586,ist.compassioniste@libero.it,sì,,66,14.3,27
